BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop,WBcode,region_code
314,"Lao People's Democratic Republic",1965,"F",15,999,83.53,13.99,5.96,2.31,0.17,0.16,0.07,0.84,0.75,0.08,0.00,690,"LAO","East Asia and the Pacific"
314,"Lao People's Democratic Republic",1970,"F",15,999,79.43,17.45,7.86,2.81,0.20,0.31,0.14,1.06,0.95,0.11,0.01,774,"LAO","East Asia and the Pacific"
314,"Lao People's Democratic Republic",1975,"F",15,999,74.41,21.56,10.33,3.49,0.27,0.54,0.24,1.36,1.20,0.15,0.02,871,"LAO","East Asia and the Pacific"
314,"Lao People's Democratic Republic",1980,"F",15,999,68.52,26.00,12.07,4.57,1.13,0.91,0.42,1.72,1.47,0.23,0.03,925,"LAO","East Asia and the Pacific"
314,"Lao People's Democratic Republic",1985,"F",15,999,63.03,28.83,14.28,6.69,1.62,1.46,0.73,2.16,1.78,0.34,0.04,1054,"LAO","East Asia and the Pacific"
314,"Lao People's Democratic Republic",1990,"F",15,999,57.14,31.20,16.51,9.64,2.33,2.02,1.03,2.61,2.07,0.48,0.06,1186,"LAO","East Asia and the Pacific"
314,"Lao People's Democratic Republic",1995,"F",15,999,51.84,32.44,18.09,13.51,3.15,2.21,1.13,3.02,2.32,0.63,0.07,1344,"LAO","East Asia and the Pacific"
314,"Lao People's Democratic Republic",2000,"F",15,999,46.80,33.14,19.27,17.47,3.88,2.59,1.32,3.44,2.56,0.80,0.08,1535,"LAO","East Asia and the Pacific"
314,"Lao People's Democratic Republic",2005,"F",15,999,41.75,32.80,20.21,21.69,4.61,3.76,1.90,3.95,2.82,1.01,0.11,1771,"LAO","East Asia and the Pacific"
314,"Lao People's Democratic Republic",2010,"F",15,999,37.11,31.09,19.92,25.86,5.32,5.93,3.02,4.53,3.06,1.29,0.18,2032,"LAO","East Asia and the Pacific"
94,"Malaysia",1950,"F",15,999,83.12,14.65,4.27,1.82,0.58,0.41,0.20,0.82,0.70,0.11,0.01,1724,"MYS","East Asia and the Pacific"
94,"Malaysia",1955,"F",15,999,78.51,17.91,5.40,3.10,1.00,0.48,0.22,1.09,0.91,0.17,0.01,1940,"MYS","East Asia and the Pacific"
94,"Malaysia",1960,"F",15,999,71.26,23.36,8.06,4.87,1.49,0.52,0.24,1.52,1.27,0.24,0.02,2168,"MYS","East Asia and the Pacific"
94,"Malaysia",1965,"F",15,999,62.91,28.22,10.29,8.01,2.45,0.79,0.35,2.10,1.68,0.39,0.02,2518,"MYS","East Asia and the Pacific"
94,"Malaysia",1970,"F",15,999,52.86,32.84,14.65,12.97,4.08,1.17,0.47,2.94,2.27,0.63,0.03,2976,"MYS","East Asia and the Pacific"
94,"Malaysia",1975,"F",15,999,44.35,34.79,16.92,18.82,6.24,1.78,0.66,3.77,2.79,0.94,0.05,3545,"MYS","East Asia and the Pacific"
94,"Malaysia",1980,"F",15,999,36.25,33.33,17.93,26.86,9.92,3.31,0.83,4.87,3.35,1.43,0.08,4189,"MYS","East Asia and the Pacific"
94,"Malaysia",1985,"F",15,999,29.22,32.07,18.27,33.55,14.17,5.16,1.68,5.90,3.83,1.93,0.14,4827,"MYS","East Asia and the Pacific"
94,"Malaysia",1990,"F",15,999,20.33,36.36,14.77,36.36,16.59,6.95,1.74,6.55,4.13,2.24,0.17,5619,"MYS","East Asia and the Pacific"
94,"Malaysia",1995,"F",15,999,17.37,26.21,15.89,48.36,26.46,8.09,2.38,7.93,4.65,3.08,0.21,6482,"MYS","East Asia and the Pacific"
94,"Malaysia",2000,"F",15,999,15.11,22.19,13.68,53.23,34.37,9.47,2.72,8.72,4.84,3.63,0.24,7541,"MYS","East Asia and the Pacific"
94,"Malaysia",2005,"F",15,999,12.23,18.63,11.60,56.11,35.37,13.03,3.64,9.40,5.06,4.01,0.33,8487,"MYS","East Asia and the Pacific"
94,"Malaysia",2010,"F",15,999,10.41,16.22,10.12,56.12,36.65,17.25,4.66,9.99,5.19,4.36,0.44,9611,"MYS","East Asia and the Pacific"
316,"Mongolia",1950,"F",15,999,69.83,24.01,9.36,5.48,2.33,0.69,0.33,1.21,0.91,0.28,0.02,226,"MNG","East Asia and the Pacific"
316,"Mongolia",1955,"F",15,999,64.75,27.82,10.83,6.53,2.83,0.90,0.45,1.43,1.07,0.33,0.03,251,"MNG","East Asia and the Pacific"
316,"Mongolia",1960,"F",15,999,55.35,34.81,13.92,8.53,4.04,1.31,0.64,1.86,1.37,0.46,0.04,280,"MNG","East Asia and the Pacific"
316,"Mongolia",1965,"F",15,999,47.72,35.92,14.87,14.10,6.83,2.26,1.07,2.50,1.67,0.76,0.07,315,"MNG","East Asia and the Pacific"
316,"Mongolia",1970,"F",15,999,46.50,30.88,12.26,19.18,9.50,3.45,1.59,2.94,1.77,1.07,0.10,360,"MNG","East Asia and the Pacific"
316,"Mongolia",1975,"F",15,999,19.24,40.70,17.44,34.16,18.01,5.88,2.71,4.85,2.76,1.92,0.17,412,"MNG","East Asia and the Pacific"
316,"Mongolia",1980,"F",15,999,13.06,36.94,17.17,42.91,23.71,7.07,3.29,5.71,3.08,2.42,0.21,477,"MNG","East Asia and the Pacific"
316,"Mongolia",1985,"F",15,999,7.38,32.67,16.32,51.82,29.51,8.12,4.06,6.54,3.23,3.08,0.24,555,"MNG","East Asia and the Pacific"
316,"Mongolia",1990,"F",15,999,2.57,23.74,12.69,65.73,39.45,7.96,3.97,7.58,3.36,3.98,0.24,655,"MNG","East Asia and the Pacific"
316,"Mongolia",1995,"F",15,999,4.59,20.61,11.61,65.71,40.47,9.09,4.61,7.68,3.20,4.21,0.27,735,"MNG","East Asia and the Pacific"
316,"Mongolia",2000,"F",15,999,5.84,15.76,9.21,69.18,42.96,9.23,4.75,7.91,3.11,4.53,0.28,815,"MNG","East Asia and the Pacific"
316,"Mongolia",2005,"F",15,999,4.30,15.93,9.79,68.17,39.82,11.59,5.99,8.10,3.09,4.66,0.35,928,"MNG","East Asia and the Pacific"
316,"Mongolia",2010,"F",15,999,3.33,13.98,8.81,67.24,37.93,15.45,8.23,8.46,3.20,4.79,0.47,1019,"MNG","East Asia and the Pacific"
82,"Myanmar",1950,"F",15,999,81.25,14.21,4.58,4.40,0.54,0.13,0.06,0.75,0.56,0.19,0.00,5595,"MMR","East Asia and the Pacific"
82,"Myanmar",1955,"F",15,999,79.67,15.42,5.04,4.75,0.61,0.15,0.07,0.82,0.61,0.21,0.00,5917,"MMR","East Asia and the Pacific"
82,"Myanmar",1960,"F",15,999,79.45,15.62,5.31,4.84,0.64,0.17,0.08,0.84,0.62,0.22,0.00,6437,"MMR","East Asia and the Pacific"
82,"Myanmar",1965,"F",15,999,77.86,16.38,5.97,5.61,0.87,0.18,0.08,0.94,0.68,0.25,0.01,7129,"MMR","East Asia and the Pacific"
82,"Myanmar",1970,"F",15,999,75.91,17.32,6.78,6.64,1.14,0.16,0.08,1.06,0.75,0.30,0.00,8003,"MMR","East Asia and the Pacific"
82,"Myanmar",1975,"F",15,999,73.02,18.66,7.89,8.33,1.85,0.00,0.00,1.23,0.86,0.37,0.00,8996,"MMR","East Asia and the Pacific"
82,"Myanmar",1980,"F",15,999,60.96,27.65,12.68,10.43,3.25,0.96,0.45,1.83,1.26,0.54,0.03,10114,"MMR","East Asia and the Pacific"
82,"Myanmar",1985,"F",15,999,51.27,34.08,16.85,13.06,5.90,1.54,0.78,2.38,1.60,0.73,0.05,11429,"MMR","East Asia and the Pacific"
82,"Myanmar",1990,"F",15,999,43.55,42.48,22.33,12.17,7.15,1.72,0.88,2.72,1.93,0.73,0.05,12919,"MMR","East Asia and the Pacific"
82,"Myanmar",1995,"F",15,999,37.13,47.04,25.97,13.53,8.99,2.24,1.16,3.18,2.25,0.86,0.07,14560,"MMR","East Asia and the Pacific"
82,"Myanmar",2000,"F",15,999,31.19,50.29,28.74,15.42,11.22,3.02,1.59,3.68,2.56,1.02,0.09,16317,"MMR","East Asia and the Pacific"
82,"Myanmar",2005,"F",15,999,26.19,50.87,30.46,18.67,14.55,4.21,2.24,4.29,2.87,1.29,0.13,18085,"MMR","East Asia and the Pacific"
82,"Myanmar",2010,"F",15,999,21.11,51.98,32.15,21.26,17.47,5.58,3.00,4.87,3.17,1.53,0.17,19912,"MMR","East Asia and the Pacific"
134,"Papua New Guinea",1950,"F",15,999,94.45,3.86,0.10,1.65,0.42,0.07,0.02,0.30,0.22,0.08,0.00,512,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",1955,"F",15,999,92.65,5.50,0.15,1.81,0.66,0.08,0.04,0.38,0.28,0.09,0.00,534,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",1960,"F",15,999,89.36,8.18,0.26,2.36,0.87,0.12,0.06,0.53,0.40,0.12,0.00,566,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",1965,"F",15,999,84.13,12.76,0.40,2.97,1.08,0.16,0.07,0.74,0.58,0.15,0.00,601,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",1970,"F",15,999,80.34,15.19,0.70,4.29,1.58,0.18,0.08,0.96,0.74,0.21,0.01,695,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",1975,"F",15,999,78.90,15.62,3.58,5.39,2.04,0.18,0.08,1.18,0.91,0.27,0.01,784,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",1980,"F",15,999,74.52,18.79,7.31,6.51,2.63,0.18,0.10,1.51,1.18,0.32,0.01,888,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",1985,"F",15,999,69.77,22.50,12.99,7.51,3.21,0.23,0.12,1.92,1.53,0.38,0.01,1016,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",1990,"F",15,999,62.42,28.53,20.20,8.75,3.92,0.31,0.15,2.46,2.01,0.45,0.01,1150,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",1995,"F",15,999,57.44,34.79,26.76,6.97,3.26,0.81,0.42,2.73,2.31,0.39,0.02,1321,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",2000,"F",15,999,52.13,41.12,30.00,5.75,2.72,1.00,0.53,2.91,2.54,0.34,0.03,1501,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",2005,"F",15,999,47.53,45.83,39.22,5.63,2.76,1.05,0.56,3.33,2.95,0.34,0.03,1705,"PNG","East Asia and the Pacific"
134,"Papua New Guinea",2010,"F",15,999,45.33,47.98,42.94,5.71,2.85,1.05,0.55,3.51,3.13,0.35,0.03,1971,"PNG","East Asia and the Pacific"
98,"Philippines",1950,"F",15,999,51.56,38.32,8.78,8.13,4.28,1.97,1.12,2.41,2.02,0.33,0.06,5810,"PHL","East Asia and the Pacific"
98,"Philippines",1955,"F",15,999,32.22,52.82,12.87,10.41,5.43,4.56,2.54,3.51,2.87,0.50,0.14,6521,"PHL","East Asia and the Pacific"
98,"Philippines",1960,"F",15,999,28.84,53.17,16.00,12.20,6.44,5.79,3.27,3.94,3.15,0.60,0.18,7418,"PHL","East Asia and the Pacific"
98,"Philippines",1965,"F",15,999,24.05,54.65,17.98,13.17,6.88,8.11,4.64,4.44,3.46,0.73,0.26,8527,"PHL","East Asia and the Pacific"
98,"Philippines",1970,"F",15,999,17.48,55.63,20.38,16.53,8.41,10.34,7.75,5.17,3.89,0.91,0.36,10016,"PHL","East Asia and the Pacific"
98,"Philippines",1975,"F",15,999,11.55,54.58,24.35,21.03,10.49,12.85,6.52,5.93,4.40,1.14,0.39,11736,"PHL","East Asia and the Pacific"
98,"Philippines",1980,"F",15,999,9.79,49.36,24.11,24.18,11.86,16.65,8.87,6.55,4.65,1.39,0.51,13685,"PHL","East Asia and the Pacific"
98,"Philippines",1985,"F",15,999,8.24,46.21,24.40,28.03,13.58,17.27,10.07,6.91,4.84,1.52,0.55,15746,"PHL","East Asia and the Pacific"
98,"Philippines",1990,"F",15,999,5.73,41.05,23.33,33.40,16.30,19.82,13.09,7.57,5.12,1.79,0.66,18082,"PHL","East Asia and the Pacific"
98,"Philippines",1995,"F",15,999,5.68,36.95,22.61,33.75,16.96,23.49,17.38,7.99,5.22,1.95,0.82,20751,"PHL","East Asia and the Pacific"
98,"Philippines",2000,"F",15,999,5.70,31.88,20.97,35.50,18.07,26.91,21.35,8.44,5.33,2.15,0.97,23708,"PHL","East Asia and the Pacific"
98,"Philippines",2005,"F",15,999,4.98,25.56,18.05,41.10,21.82,28.37,22.69,8.89,5.48,2.39,1.02,26977,"PHL","East Asia and the Pacific"
98,"Philippines",2010,"F",15,999,4.41,20.88,15.82,44.33,23.45,30.38,23.53,9.26,5.58,2.60,1.08,30466,"PHL","East Asia and the Pacific"
92,"Republic of Korea",1950,"F",15,999,38.71,57.93,47.87,3.04,1.60,0.35,0.15,3.55,3.38,0.16,0.01,5473,"KOR","East Asia and the Pacific"
92,"Republic of Korea",1955,"F",15,999,33.56,60.35,51.08,5.68,2.84,0.44,0.19,4.00,3.71,0.28,0.01,6809,"KOR","East Asia and the Pacific"
92,"Republic of Korea",1960,"F",15,999,54.74,35.17,29.71,9.42,4.31,0.66,0.30,3.02,2.55,0.45,0.02,7514,"KOR","East Asia and the Pacific"
92,"Republic of Korea",1965,"F",15,999,41.13,41.51,39.54,15.97,6.35,1.41,0.65,4.27,3.47,0.75,0.04,8286,"KOR","East Asia and the Pacific"
92,"Republic of Korea",1970,"F",15,999,31.99,43.16,41.22,22.49,9.00,2.38,1.17,5.18,4.02,1.09,0.07,9389,"KOR","East Asia and the Pacific"
92,"Republic of Korea",1975,"F",15,999,22.94,41.46,39.69,32.50,13.31,3.10,1.49,6.22,4.57,1.56,0.09,11036,"KOR","East Asia and the Pacific"
92,"Republic of Korea",1980,"F",15,999,17.91,32.98,31.72,44.36,20.68,4.71,2.46,7.26,4.89,2.23,0.14,12595,"KOR","East Asia and the Pacific"
92,"Republic of Korea",1985,"F",15,999,15.65,24.66,23.73,51.71,27.69,7.98,4.24,8.14,5.03,2.86,0.24,14365,"KOR","East Asia and the Pacific"
92,"Republic of Korea",1990,"F",15,999,17.64,24.84,23.62,45.36,28.03,12.16,6.64,8.21,4.90,2.93,0.38,15984,"KOR","East Asia and the Pacific"
92,"Republic of Korea",1995,"F",15,999,10.20,17.20,16.30,56.40,41.10,16.10,9.09,9.75,5.36,3.89,0.50,17338,"KOR","East Asia and the Pacific"
92,"Republic of Korea",2000,"F",15,999,9.23,14.84,14.36,52.31,37.45,23.60,13.58,10.28,5.43,4.11,0.74,18646,"KOR","East Asia and the Pacific"
92,"Republic of Korea",2005,"F",15,999,7.57,13.48,13.09,49.43,36.97,29.52,17.24,10.83,5.53,4.36,0.94,19620,"KOR","East Asia and the Pacific"
92,"Republic of Korea",2010,"F",15,999,6.06,11.90,11.60,47.11,36.53,34.93,20.40,11.34,5.63,4.61,1.11,20601,"KOR","East Asia and the Pacific"
100,"Singapore",1950,"F",15,999,80.13,10.36,3.72,9.14,3.23,0.34,0.16,1.45,0.99,0.45,0.01,290,"SGP","East Asia and the Pacific"
100,"Singapore",1955,"F",15,999,75.28,12.96,4.34,11.28,4.06,0.45,0.21,1.80,1.22,0.56,0.01,355,"SGP","East Asia and the Pacific"
100,"Singapore",1960,"F",15,999,67.23,16.92,5.88,15.17,5.43,0.68,0.32,2.41,1.63,0.76,0.02,433,"SGP","East Asia and the Pacific"
100,"Singapore",1965,"F",15,999,59.24,19.72,7.31,19.93,6.85,1.10,0.51,3.11,2.07,1.00,0.03,513,"SGP","East Asia and the Pacific"
100,"Singapore",1970,"F",15,999,47.47,23.38,9.32,28.08,9.42,1.05,0.48,4.13,2.73,1.37,0.03,622,"SGP","East Asia and the Pacific"
100,"Singapore",1975,"F",15,999,42.29,30.80,13.24,25.15,7.92,1.75,0.80,4.26,2.94,1.27,0.05,744,"SGP","East Asia and the Pacific"
100,"Singapore",1980,"F",15,999,37.36,34.20,15.82,26.02,9.18,2.40,1.13,4.64,3.21,1.37,0.07,868,"SGP","East Asia and the Pacific"
100,"Singapore",1985,"F",15,999,26.15,40.93,19.93,29.59,10.62,3.32,1.76,5.50,3.80,1.60,0.10,1014,"SGP","East Asia and the Pacific"
100,"Singapore",1990,"F",15,999,15.35,46.43,23.86,34.51,10.13,3.70,2.03,6.32,4.40,1.81,0.11,1186,"SGP","East Asia and the Pacific"
100,"Singapore",1995,"F",15,999,14.40,41.30,21.67,36.45,12.35,7.84,4.49,6.97,4.55,2.18,0.25,1354,"SGP","East Asia and the Pacific"
100,"Singapore",2000,"F",15,999,13.71,35.76,19.07,38.45,15.73,12.07,7.04,7.64,4.68,2.58,0.38,1570,"SGP","East Asia and the Pacific"
100,"Singapore",2005,"F",15,999,13.07,35.94,19.85,36.13,17.08,14.86,8.62,7.88,4.73,2.68,0.47,1740,"SGP","East Asia and the Pacific"
100,"Singapore",2010,"F",15,999,12.13,26.10,14.86,44.56,23.39,17.21,9.84,8.76,4.93,3.28,0.54,1935,"SGP","East Asia and the Pacific"
103,"Taiwan",1950,"F",15,999,60.74,28.66,18.79,9.78,4.15,0.87,0.33,2.56,2.06,0.47,0.02,2173,"TWN","East Asia and the Pacific"
103,"Taiwan",1955,"F",15,999,54.92,33.55,22.10,10.67,4.22,0.91,0.33,2.89,2.36,0.50,0.02,2518,"TWN","East Asia and the Pacific"
103,"Taiwan",1960,"F",15,999,49.67,37.75,24.71,11.44,5.01,1.17,0.44,3.23,2.63,0.56,0.03,2882,"TWN","East Asia and the Pacific"
103,"Taiwan",1965,"F",15,999,42.53,41.67,28.29,13.88,6.50,1.93,0.69,3.83,3.05,0.73,0.05,3381,"TWN","East Asia and the Pacific"
103,"Taiwan",1970,"F",15,999,35.25,42.44,29.99,19.48,9.39,2.83,0.94,4.62,3.51,1.04,0.08,4117,"TWN","East Asia and the Pacific"
103,"Taiwan",1975,"F",15,999,28.50,40.60,29.78,26.80,15.60,4.00,1.40,5.58,3.96,1.51,0.11,4913,"TWN","East Asia and the Pacific"
103,"Taiwan",1980,"F",15,999,22.73,34.88,27.92,37.11,22.05,5.28,1.55,6.66,4.43,2.09,0.14,5748,"TWN","East Asia and the Pacific"
103,"Taiwan",1985,"F",15,999,17.58,31.15,23.19,43.88,26.94,7.39,2.34,7.47,4.71,2.57,0.19,6518,"TWN","East Asia and the Pacific"
103,"Taiwan",1990,"F",15,999,13.73,27.88,19.64,45.84,29.13,12.54,4.11,8.26,4.93,3.00,0.33,7184,"TWN","East Asia and the Pacific"
103,"Taiwan",1995,"F",15,999,10.30,24.50,15.42,48.88,30.80,16.31,5.35,8.91,5.11,3.37,0.43,7924,"TWN","East Asia and the Pacific"
103,"Taiwan",2000,"F",15,999,7.78,22.36,16.72,48.10,30.19,21.76,7.18,9.60,5.36,3.65,0.58,8631,"TWN","East Asia and the Pacific"
103,"Taiwan",2005,"F",15,999,5.28,18.90,16.09,45.29,31.43,30.53,10.25,10.55,5.60,4.13,0.82,9170,"TWN","East Asia and the Pacific"
103,"Taiwan",2010,"F",15,999,3.86,16.66,11.37,43.32,30.51,36.16,12.25,10.96,5.61,4.38,0.97,10117,"TWN","East Asia and the Pacific"
104,"Thailand",1950,"F",15,999,60.34,36.26,25.68,3.13,1.01,0.25,0.12,2.54,2.40,0.13,0.01,5707,"THA","East Asia and the Pacific"
104,"Thailand",1955,"F",15,999,52.84,43.22,31.50,3.61,1.14,0.31,0.14,3.04,2.89,0.15,0.01,6564,"THA","East Asia and the Pacific"
104,"Thailand",1960,"F",15,999,46.17,49.40,35.71,3.96,1.28,0.44,0.17,3.47,3.29,0.17,0.01,7431,"THA","East Asia and the Pacific"
104,"Thailand",1965,"F",15,999,39.16,56.31,19.09,3.99,1.29,0.53,0.26,3.14,2.96,0.17,0.02,8532,"THA","East Asia and the Pacific"
104,"Thailand",1970,"F",15,999,32.31,62.21,9.79,4.80,1.66,0.73,0.40,3.14,2.91,0.21,0.02,10046,"THA","East Asia and the Pacific"
104,"Thailand",1975,"F",15,999,25.34,66.16,4.66,7.02,2.53,1.61,0.98,3.48,3.08,0.34,0.05,11904,"THA","East Asia and the Pacific"
104,"Thailand",1980,"F",15,999,18.39,69.35,3.18,9.53,3.77,2.77,2.44,4.00,3.40,0.50,0.10,14146,"THA","East Asia and the Pacific"
104,"Thailand",1985,"F",15,999,15.67,69.10,6.24,11.22,5.42,4.00,3.10,4.49,3.70,0.65,0.14,16451,"THA","East Asia and the Pacific"
104,"Thailand",1990,"F",15,999,13.57,68.00,15.65,13.76,7.40,4.69,3.77,5.20,4.22,0.81,0.17,18814,"THA","East Asia and the Pacific"
104,"Thailand",1995,"F",15,999,13.80,64.94,23.30,15.91,8.40,5.35,4.46,5.63,4.49,0.95,0.20,21216,"THA","East Asia and the Pacific"
104,"Thailand",2000,"F",15,999,14.54,58.45,18.57,21.21,10.47,5.81,4.99,5.84,4.43,1.19,0.22,23356,"THA","East Asia and the Pacific"
104,"Thailand",2005,"F",15,999,13.76,54.74,27.41,22.53,10.91,8.94,7.83,6.60,4.84,1.43,0.34,25137,"THA","East Asia and the Pacific"
104,"Thailand",2010,"F",15,999,12.24,50.84,28.60,24.98,13.20,11.90,10.61,7.24,5.06,1.73,0.45,26746,"THA","East Asia and the Pacific"
136,"Tonga",1950,"F",15,999,23.86,39.06,12.08,36.14,2.30,0.94,0.50,5.34,3.76,1.55,0.03,11,"TON","East Asia and the Pacific"
136,"Tonga",1955,"F",15,999,23.24,37.18,11.75,38.64,2.61,0.94,0.50,5.53,3.84,1.65,0.03,14,"TON","East Asia and the Pacific"
136,"Tonga",1960,"F",15,999,21.52,36.56,12.03,40.96,2.88,0.96,0.51,5.76,3.97,1.75,0.03,17,"TON","East Asia and the Pacific"
136,"Tonga",1965,"F",15,999,17.77,37.92,13.55,43.28,3.41,1.03,0.54,6.09,4.20,1.86,0.03,21,"TON","East Asia and the Pacific"
136,"Tonga",1970,"F",15,999,13.84,38.46,15.65,46.67,4.01,1.04,0.46,6.52,4.49,2.01,0.03,23,"TON","East Asia and the Pacific"
136,"Tonga",1975,"F",15,999,10.39,34.79,15.10,53.41,5.58,1.40,0.63,7.16,4.79,2.33,0.04,24,"TON","East Asia and the Pacific"
136,"Tonga",1980,"F",15,999,8.35,31.28,14.48,58.78,6.68,1.67,0.77,7.63,5.00,2.59,0.05,25,"TON","East Asia and the Pacific"
136,"Tonga",1985,"F",15,999,8.32,31.05,15.50,59.17,7.21,1.54,0.74,7.57,5.04,2.49,0.05,26,"TON","East Asia and the Pacific"
136,"Tonga",1990,"F",15,999,4.35,24.40,12.78,67.33,9.16,3.91,1.98,8.42,5.39,2.91,0.12,29,"TON","East Asia and the Pacific"
136,"Tonga",1995,"F",15,999,0.98,19.87,11.02,74.03,10.87,5.12,2.62,9.11,5.68,3.28,0.15,29,"TON","East Asia and the Pacific"
136,"Tonga",2000,"F",15,999,1.12,22.17,12.71,69.09,11.13,7.61,3.84,9.18,5.65,3.30,0.23,31,"TON","East Asia and the Pacific"
136,"Tonga",2005,"F",15,999,1.10,25.90,15.60,63.20,12.50,9.70,5.03,9.16,5.62,3.25,0.29,32,"TON","East Asia and the Pacific"
136,"Tonga",2010,"F",15,999,1.19,24.04,14.83,63.65,13.26,11.12,5.88,9.38,5.65,3.38,0.34,34,"TON","East Asia and the Pacific"
320,"Viet Nam",1950,"F",15,999,60.13,37.15,12.80,2.65,0.92,0.07,0.04,1.50,1.38,0.11,0.00,9443,"VNM","East Asia and the Pacific"
320,"Viet Nam",1955,"F",15,999,60.63,34.91,11.89,4.42,1.35,0.08,0.04,1.58,1.40,0.18,0.00,9883,"VNM","East Asia and the Pacific"
320,"Viet Nam",1960,"F",15,999,54.18,39.49,14.02,6.22,2.14,0.14,0.07,1.92,1.66,0.26,0.00,10325,"VNM","East Asia and the Pacific"
320,"Viet Nam",1965,"F",15,999,46.35,42.74,15.13,10.73,3.98,0.20,0.10,2.45,1.99,0.45,0.01,10922,"VNM","East Asia and the Pacific"
320,"Viet Nam",1970,"F",15,999,39.33,43.49,16.66,16.88,6.20,0.32,0.15,3.08,2.36,0.71,0.01,12157,"VNM","East Asia and the Pacific"
320,"Viet Nam",1975,"F",15,999,32.72,41.92,17.57,24.89,9.36,0.46,0.21,3.82,2.75,1.06,0.01,13849,"VNM","East Asia and the Pacific"
320,"Viet Nam",1980,"F",15,999,26.61,40.08,18.41,32.78,13.16,0.49,0.22,4.55,3.13,1.41,0.01,15676,"VNM","East Asia and the Pacific"
320,"Viet Nam",1985,"F",15,999,21.58,56.56,28.12,20.80,8.86,1.10,0.54,4.20,3.21,0.96,0.03,17971,"VNM","East Asia and the Pacific"
320,"Viet Nam",1990,"F",15,999,17.75,71.27,37.66,9.68,4.35,1.30,0.66,3.81,3.27,0.50,0.04,20515,"VNM","East Asia and the Pacific"
320,"Viet Nam",1995,"F",15,999,14.19,70.64,39.18,13.67,6.37,1.51,0.78,4.27,3.50,0.72,0.05,23338,"VNM","East Asia and the Pacific"
320,"Viet Nam",2000,"F",15,999,10.97,68.06,39.08,18.59,8.77,2.38,1.25,4.83,3.73,1.03,0.07,26466,"VNM","East Asia and the Pacific"
320,"Viet Nam",2005,"F",15,999,8.09,63.59,38.38,24.57,12.02,3.81,2.01,5.53,3.97,1.44,0.12,29954,"VNM","East Asia and the Pacific"
320,"Viet Nam",2010,"F",15,999,6.12,58.62,36.46,29.07,14.73,6.18,3.31,6.19,4.14,1.86,0.19,33325,"VNM","East Asia and the Pacific"
156,"Albania",1950,"F",15,999,45.05,30.68,14.97,23.35,3.06,0.90,0.50,4.03,3.30,0.71,0.03,368,"ALB","Europe and Central Asia"
156,"Albania",1955,"F",15,999,42.22,34.68,17.02,22.22,3.42,0.88,0.49,4.14,3.43,0.69,0.03,418,"ALB","Europe and Central Asia"
156,"Albania",1960,"F",15,999,41.56,34.56,20.90,22.86,4.09,1.02,0.54,4.37,3.61,0.72,0.03,472,"ALB","Europe and Central Asia"
156,"Albania",1965,"F",15,999,38.82,34.48,22.19,25.49,4.95,1.22,0.65,4.71,3.85,0.82,0.04,534,"ALB","Europe and Central Asia"
156,"Albania",1970,"F",15,999,35.50,32.06,21.97,30.69,7.59,1.75,0.85,5.26,4.16,1.04,0.05,614,"ALB","Europe and Central Asia"
156,"Albania",1975,"F",15,999,29.97,30.80,22.30,36.89,10.18,2.33,1.15,5.97,4.60,1.29,0.07,720,"ALB","Europe and Central Asia"
156,"Albania",1980,"F",15,999,25.80,25.26,18.22,46.21,14.11,2.72,1.39,6.74,5.07,1.59,0.08,830,"ALB","Europe and Central Asia"
156,"Albania",1985,"F",15,999,16.94,22.51,17.24,57.25,18.55,3.30,1.69,7.91,5.88,1.93,0.10,942,"ALB","Europe and Central Asia"
156,"Albania",1990,"F",15,999,11.89,19.33,14.24,64.81,22.02,3.96,2.08,8.64,6.35,2.17,0.12,1084,"ALB","Europe and Central Asia"
156,"Albania",1995,"F",15,999,6.97,21.80,15.66,66.51,23.60,4.72,2.56,9.13,6.74,2.25,0.15,1068,"ALB","Europe and Central Asia"
156,"Albania",2000,"F",15,999,1.71,22.31,14.60,71.10,24.42,4.87,2.64,9.62,7.13,2.34,0.15,1090,"ALB","Europe and Central Asia"
156,"Albania",2005,"F",15,999,1.08,15.04,11.06,77.62,25.73,6.26,3.39,10.12,7.38,2.54,0.19,1168,"ALB","Europe and Central Asia"
156,"Albania",2010,"F",15,999,0.84,12.06,9.01,78.05,24.44,9.06,4.95,10.21,7.03,2.89,0.28,1245,"ALB","Europe and Central Asia"
308,"Armenia",1950,"F",15,999,10.85,29.85,23.17,52.62,34.88,6.68,3.59,7.05,3.43,3.41,0.21,480,"ARM","Europe and Central Asia"
