BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop,WBcode,region_code
131,"Australia",1950,"MF",15,999,1.51,44.57,25.82,39.90,18.97,14.04,8.46,8.62,5.35,2.82,0.45,6040,"AUS","Advanced Economies"
131,"Australia",1955,"MF",15,999,1.26,39.61,22.12,43.90,20.91,15.27,8.74,8.97,5.40,3.09,0.48,6533,"AUS","Advanced Economies"
131,"Australia",1960,"MF",15,999,1.06,35.45,19.34,47.03,22.19,16.51,9.40,9.29,5.46,3.32,0.52,7183,"AUS","Advanced Economies"
131,"Australia",1965,"MF",15,999,0.80,31.30,16.93,50.19,23.36,17.71,9.86,9.61,5.52,3.54,0.55,8105,"AUS","Advanced Economies"
131,"Australia",1970,"MF",15,999,0.76,23.73,12.70,56.25,26.50,19.26,10.64,10.16,5.62,3.94,0.60,9057,"AUS","Advanced Economies"
131,"Australia",1975,"MF",15,999,1.12,14.20,7.30,62.89,31.61,21.79,12.05,10.86,5.73,4.46,0.68,9865,"AUS","Advanced Economies"
131,"Australia",1980,"MF",15,999,0.80,6.10,3.20,69.02,36.01,24.08,13.43,11.54,5.86,4.93,0.75,10937,"AUS","Advanced Economies"
131,"Australia",1985,"MF",15,999,0.81,6.54,3.49,68.61,36.88,24.04,13.80,11.54,5.86,4.92,0.76,11973,"AUS","Advanced Economies"
131,"Australia",1990,"MF",15,999,0.67,5.67,3.16,68.15,37.76,25.51,14.77,11.60,5.88,4.91,0.81,13178,"AUS","Advanced Economies"
131,"Australia",1995,"MF",15,999,0.73,4.95,2.89,66.46,37.51,27.86,16.53,11.68,5.89,4.90,0.89,14009,"AUS","Advanced Economies"
131,"Australia",2000,"MF",15,999,0.70,4.26,2.60,64.98,37.54,30.06,18.00,11.77,5.91,4.90,0.96,15028,"AUS","Advanced Economies"
131,"Australia",2005,"MF",15,999,0.69,3.53,2.29,64.14,37.81,31.64,18.90,11.88,5.92,4.95,1.01,16199,"AUS","Advanced Economies"
131,"Australia",2010,"MF",15,999,0.87,2.83,1.94,61.84,37.42,34.46,20.53,12.12,6.00,5.02,1.10,17323,"AUS","Advanced Economies"
107,"Austria",1950,"MF",15,999,2.80,91.19,55.97,4.04,3.59,1.91,1.11,3.70,3.18,0.46,0.06,5354,"AUT","Advanced Economies"
107,"Austria",1955,"MF",15,999,2.48,90.92,56.26,4.59,3.84,1.96,1.13,3.76,3.21,0.49,0.06,5399,"AUT","Advanced Economies"
107,"Austria",1960,"MF",15,999,2.24,86.73,54.28,8.89,7.01,2.08,1.20,4.13,3.26,0.80,0.07,5490,"AUT","Advanced Economies"
107,"Austria",1965,"MF",15,999,3.31,70.84,46.71,23.57,18.18,2.25,1.30,5.31,3.38,1.85,0.07,5571,"AUT","Advanced Economies"
107,"Austria",1970,"MF",15,999,3.65,57.72,39.62,36.14,26.89,2.48,1.44,6.29,3.49,2.72,0.08,5647,"AUT","Advanced Economies"
107,"Austria",1975,"MF",15,999,1.38,53.30,37.55,42.51,30.52,2.80,1.61,6.86,3.63,3.15,0.09,5818,"AUT","Advanced Economies"
107,"Austria",1980,"MF",15,999,0.10,49.23,35.68,47.96,33.29,2.71,1.54,7.28,3.72,3.47,0.08,6006,"AUT","Advanced Economies"
107,"Austria",1985,"MF",15,999,0.42,44.59,32.72,50.71,35.11,4.34,2.52,7.66,3.75,3.78,0.14,6191,"AUT","Advanced Economies"
107,"Austria",1990,"MF",15,999,0.90,39.68,29.31,54.26,37.85,5.15,3.04,8.02,3.76,4.10,0.16,6380,"AUT","Advanced Economies"
107,"Austria",1995,"MF",15,999,1.31,33.92,25.59,56.02,39.36,8.76,5.32,8.58,3.78,4.52,0.28,6636,"AUT","Advanced Economies"
107,"Austria",2000,"MF",15,999,1.29,30.23,22.91,56.75,39.65,11.73,7.19,8.98,3.80,4.79,0.38,6753,"AUT","Advanced Economies"
107,"Austria",2005,"MF",15,999,1.25,26.55,20.21,58.18,38.72,14.02,8.58,9.27,3.82,5.00,0.45,6921,"AUT","Advanced Economies"
107,"Austria",2010,"MF",15,999,1.24,24.61,18.91,60.01,42.56,14.14,8.59,9.52,3.84,5.23,0.45,7090,"AUT","Advanced Economies"
108,"Belgium",1950,"MF",15,999,3.11,68.37,49.19,25.25,7.27,3.26,2.39,6.52,5.24,1.17,0.11,6833,"BEL","Advanced Economies"
108,"Belgium",1955,"MF",15,999,2.64,65.76,47.26,27.90,8.03,3.69,2.73,6.71,5.29,1.30,0.13,6935,"BEL","Advanced Economies"
108,"Belgium",1960,"MF",15,999,2.22,62.77,45.13,30.47,8.96,4.51,3.39,6.95,5.34,1.45,0.16,7001,"BEL","Advanced Economies"
108,"Belgium",1965,"MF",15,999,1.43,60.96,44.44,32.33,9.58,5.29,4.05,7.18,5.42,1.57,0.19,7204,"BEL","Advanced Economies"
108,"Belgium",1970,"MF",15,999,1.28,57.08,42.88,35.06,11.31,6.59,5.11,7.52,5.50,1.79,0.23,7378,"BEL","Advanced Economies"
108,"Belgium",1975,"MF",15,999,1.62,50.37,39.26,39.09,17.89,8.92,7.21,8.14,5.57,2.24,0.32,7624,"BEL","Advanced Economies"
108,"Belgium",1980,"MF",15,999,2.25,43.85,34.55,42.64,21.78,11.26,8.93,8.60,5.59,2.61,0.40,7884,"BEL","Advanced Economies"
108,"Belgium",1985,"MF",15,999,2.72,37.93,29.56,45.28,24.80,14.06,11.21,9.04,5.58,2.95,0.51,8003,"BEL","Advanced Economies"
108,"Belgium",1990,"MF",15,999,3.20,30.33,23.11,49.22,27.90,17.22,13.76,9.56,5.59,3.35,0.62,8162,"BEL","Advanced Economies"
108,"Belgium",1995,"MF",15,999,3.70,26.04,18.86,50.05,29.50,20.18,16.15,9.88,5.56,3.60,0.73,8315,"BEL","Advanced Economies"
108,"Belgium",2000,"MF",15,999,4.12,22.08,15.05,51.25,31.24,22.52,18.04,10.18,5.54,3.83,0.81,8510,"BEL","Advanced Economies"
108,"Belgium",2005,"MF",15,999,4.72,16.72,11.45,54.16,32.58,24.40,18.08,10.47,5.56,4.07,0.85,8667,"BEL","Advanced Economies"
108,"Belgium",2010,"MF",15,999,4.70,15.81,10.26,55.19,36.50,24.30,19.49,10.62,5.55,4.20,0.88,8815,"BEL","Advanced Economies"
50,"Canada",1950,"MF",15,999,2.04,49.90,25.72,39.50,16.45,8.55,4.40,7.60,5.15,2.19,0.26,9660,"CAN","Advanced Economies"
50,"Canada",1955,"MF",15,999,1.72,46.69,24.60,40.72,17.28,10.87,5.65,7.96,5.23,2.39,0.33,10684,"CAN","Advanced Economies"
50,"Canada",1960,"MF",15,999,1.41,42.86,23.29,42.19,18.05,13.56,7.06,8.36,5.33,2.62,0.41,11901,"CAN","Advanced Economies"
50,"Canada",1965,"MF",15,999,1.33,38.09,21.24,45.15,16.66,15.46,7.96,8.67,5.42,2.78,0.47,13110,"CAN","Advanced Economies"
50,"Canada",1970,"MF",15,999,1.08,31.95,16.81,48.62,17.56,18.35,9.46,9.12,5.48,3.09,0.56,15179,"CAN","Advanced Economies"
50,"Canada",1975,"MF",15,999,1.43,24.26,10.75,51.84,19.01,22.47,12.58,9.68,5.51,3.47,0.70,17085,"CAN","Advanced Economies"
50,"Canada",1980,"MF",15,999,1.59,19.11,8.79,53.61,20.17,25.68,15.08,10.16,5.59,3.75,0.82,18942,"CAN","Advanced Economies"
50,"Canada",1985,"MF",15,999,1.00,16.69,6.79,63.89,24.72,18.42,11.24,10.00,5.64,3.76,0.59,20338,"CAN","Advanced Economies"
50,"Canada",1990,"MF",15,999,0.83,13.49,5.37,64.90,27.25,20.77,13.36,10.40,5.71,4.01,0.68,21968,"CAN","Advanced Economies"
50,"Canada",1995,"MF",15,999,0.88,11.41,4.99,63.53,29.36,24.18,15.11,10.78,5.75,4.24,0.79,23330,"CAN","Advanced Economies"
50,"Canada",2000,"MF",15,999,0.86,9.28,3.58,64.03,30.19,25.83,17.95,11.03,5.78,4.38,0.88,24830,"CAN","Advanced Economies"
50,"Canada",2005,"MF",15,999,0.77,6.09,2.72,53.34,32.25,39.80,26.14,12.13,5.85,4.96,1.32,26588,"CAN","Advanced Economies"
50,"Canada",2010,"MF",15,999,0.72,5.18,2.42,58.91,38.62,35.19,23.33,12.08,5.87,5.04,1.17,28292,"CAN","Advanced Economies"
110,"Denmark",1950,"MF",15,999,8.01,61.89,37.96,23.19,10.78,6.90,4.24,7.26,5.60,1.43,0.22,3147,"DNK","Advanced Economies"
110,"Denmark",1955,"MF",15,999,7.22,60.48,37.22,25.01,11.32,7.29,4.42,7.44,5.68,1.53,0.23,3262,"DNK","Advanced Economies"
110,"Denmark",1960,"MF",15,999,6.53,58.75,36.47,26.95,12.02,7.79,4.70,7.65,5.76,1.64,0.25,3424,"DNK","Advanced Economies"
110,"Denmark",1965,"MF",15,999,5.21,56.08,36.62,29.94,13.18,8.78,5.19,8.05,5.95,1.82,0.28,3628,"DNK","Advanced Economies"
110,"Denmark",1970,"MF",15,999,3.15,53.79,37.20,32.59,15.41,10.48,5.95,8.60,6.20,2.07,0.33,3780,"DNK","Advanced Economies"
110,"Denmark",1975,"MF",15,999,2.99,51.09,36.11,33.84,17.09,12.10,6.94,8.90,6.27,2.25,0.38,3917,"DNK","Advanced Economies"
110,"Denmark",1980,"MF",15,999,2.61,46.80,33.92,37.06,19.30,13.55,7.79,9.30,6.37,2.50,0.43,4056,"DNK","Advanced Economies"
110,"Denmark",1985,"MF",15,999,1.95,37.85,27.69,43.50,23.33,16.70,9.82,10.05,6.51,3.01,0.53,4171,"DNK","Advanced Economies"
110,"Denmark",1990,"MF",15,999,0.10,48.59,35.82,38.75,21.47,12.56,7.43,9.43,6.47,2.56,0.40,4264,"DNK","Advanced Economies"
110,"Denmark",1995,"MF",15,999,0.10,46.10,34.75,38.10,21.52,15.70,9.50,9.68,6.44,2.73,0.50,4319,"DNK","Advanced Economies"
110,"Denmark",2000,"MF",15,999,0.10,44.89,33.99,39.22,22.79,15.79,9.69,9.71,6.39,2.81,0.51,4352,"DNK","Advanced Economies"
110,"Denmark",2005,"MF",15,999,0.10,42.64,32.47,39.64,23.37,17.63,10.79,9.87,6.35,2.95,0.57,4409,"DNK","Advanced Economies"
110,"Denmark",2010,"MF",15,999,0.14,40.85,31.47,40.04,24.03,18.98,11.43,9.97,6.30,3.06,0.61,4515,"DNK","Advanced Economies"
111,"Finland",1950,"MF",15,999,1.48,90.05,56.25,5.49,1.36,2.97,1.38,5.37,4.90,0.38,0.09,2806,"FIN","Advanced Economies"
111,"Finland",1955,"MF",15,999,0.96,89.03,55.98,6.48,1.50,3.54,1.64,5.51,4.95,0.45,0.10,2937,"FIN","Advanced Economies"
111,"Finland",1960,"MF",15,999,0.57,87.64,55.70,7.59,1.73,4.25,1.91,5.67,5.01,0.53,0.12,3083,"FIN","Advanced Economies"
111,"Finland",1965,"MF",15,999,1.18,77.03,51.88,16.69,3.71,5.10,2.25,6.24,5.18,0.92,0.15,3327,"FIN","Advanced Economies"
111,"Finland",1970,"MF",15,999,1.54,66.35,46.42,25.07,5.80,7.00,3.16,6.86,5.31,1.35,0.20,3473,"FIN","Advanced Economies"
111,"Finland",1975,"MF",15,999,1.47,59.30,42.35,30.03,17.20,9.19,4.34,7.64,5.40,1.97,0.27,3674,"FIN","Advanced Economies"
111,"Finland",1980,"MF",15,999,1.26,52.87,38.61,35.10,24.30,10.80,6.37,8.27,5.50,2.43,0.34,3810,"FIN","Advanced Economies"
111,"Finland",1985,"MF",15,999,1.05,53.25,39.13,34.13,20.26,11.53,5.73,8.18,5.51,2.32,0.35,3951,"FIN","Advanced Economies"
111,"Finland",1990,"MF",15,999,0.11,54.22,40.00,34.11,19.09,11.56,5.73,8.20,5.57,2.29,0.35,4023,"FIN","Advanced Economies"
111,"Finland",1995,"MF",15,999,0.32,44.53,33.55,35.11,19.06,20.04,9.49,9.07,5.65,2.83,0.59,4136,"FIN","Advanced Economies"
111,"Finland",2000,"MF",15,999,0.45,40.17,30.42,36.06,19.83,23.31,11.00,9.44,5.68,3.08,0.69,4237,"FIN","Advanced Economies"
111,"Finland",2005,"MF",15,999,0.39,35.44,26.97,38.33,19.79,25.84,11.82,9.77,5.72,3.29,0.75,4341,"FIN","Advanced Economies"
111,"Finland",2010,"MF",15,999,0.38,32.34,24.88,43.26,25.79,24.01,10.55,9.96,5.75,3.51,0.69,4451,"FIN","Advanced Economies"
112,"France",1950,"MF",15,999,0.33,89.40,39.84,8.67,2.33,1.60,0.89,4.32,3.74,0.53,0.05,32331,"FRA","Advanced Economies"
112,"France",1955,"MF",15,999,0.31,88.05,40.32,9.75,2.52,1.88,1.08,4.45,3.79,0.60,0.06,32807,"FRA","Advanced Economies"
112,"France",1960,"MF",15,999,0.30,89.80,33.28,7.75,2.90,2.21,1.28,4.20,3.58,0.55,0.07,33637,"FRA","Advanced Economies"
112,"France",1965,"MF",15,999,1.01,84.90,36.10,10.44,4.33,3.67,2.05,4.65,3.73,0.80,0.11,36274,"FRA","Advanced Economies"
112,"France",1970,"MF",15,999,1.01,83.89,39.23,12.40,5.15,2.70,1.46,4.76,3.83,0.84,0.08,38171,"FRA","Advanced Economies"
112,"France",1975,"MF",15,999,0.98,71.53,32.41,20.07,8.12,7.40,3.88,5.76,3.97,1.56,0.23,40105,"FRA","Advanced Economies"
112,"France",1980,"MF",15,999,0.95,67.55,27.81,23.80,9.20,7.70,3.74,5.96,3.96,1.77,0.23,41876,"FRA","Advanced Economies"
112,"France",1985,"MF",15,999,5.37,51.75,21.43,33.13,16.29,9.73,4.85,6.76,3.97,2.49,0.29,43562,"FRA","Advanced Economies"
112,"France",1990,"MF",15,999,8.00,39.67,16.21,40.51,22.04,11.82,5.77,7.47,4.01,3.11,0.35,45248,"FRA","Advanced Economies"
112,"France",1995,"MF",15,999,5.00,31.27,12.58,48.93,28.55,14.82,7.15,8.57,4.28,3.85,0.44,46961,"FRA","Advanced Economies"
112,"France",2000,"MF",15,999,2.70,23.36,9.19,56.25,34.35,17.72,8.43,9.56,4.51,4.52,0.52,48229,"FRA","Advanced Economies"
112,"France",2005,"MF",15,999,1.47,21.06,8.09,58.86,35.91,18.61,8.71,9.88,4.60,4.73,0.55,49502,"FRA","Advanced Economies"
112,"France",2010,"MF",15,999,1.28,14.74,5.52,63.80,42.29,20.18,9.32,10.53,4.71,5.23,0.59,50470,"FRA","Advanced Economies"
190,"Germany",1950,"MF",15,999,2.44,75.39,46.03,19.30,3.62,2.87,1.79,4.93,3.32,1.52,0.09,52523,"DEU","Advanced Economies"
190,"Germany",1955,"MF",15,999,2.69,74.45,46.30,19.98,4.64,2.88,1.62,5.02,3.33,1.60,0.09,55420,"DEU","Advanced Economies"
190,"Germany",1960,"MF",15,999,2.59,73.93,46.38,20.43,5.87,3.06,1.75,5.12,3.35,1.68,0.10,57323,"DEU","Advanced Economies"
190,"Germany",1965,"MF",15,999,2.54,73.65,48.60,20.61,7.21,3.22,1.87,5.24,3.40,1.74,0.10,58606,"DEU","Advanced Economies"
190,"Germany",1970,"MF",15,999,4.50,74.30,51.06,18.50,7.34,2.70,1.57,5.01,3.36,1.57,0.09,60020,"DEU","Advanced Economies"
190,"Germany",1975,"MF",15,999,5.00,72.60,51.12,17.70,8.03,4.70,2.71,5.24,3.37,1.73,0.15,61743,"DEU","Advanced Economies"
190,"Germany",1980,"MF",15,999,5.20,68.90,49.88,20.10,10.09,5.70,3.26,5.61,3.41,2.02,0.18,63814,"DEU","Advanced Economies"
190,"Germany",1985,"MF",15,999,5.10,65.20,47.73,23.40,13.10,6.40,3.75,6.03,3.45,2.37,0.20,65244,"DEU","Advanced Economies"
190,"Germany",1990,"MF",15,999,4.98,45.08,33.16,37.19,23.09,12.78,7.67,8.05,3.56,4.07,0.41,66657,"DEU","Advanced Economies"
190,"Germany",1995,"MF",15,999,5.44,33.45,25.12,45.58,30.11,15.58,9.58,9.16,3.62,5.04,0.50,68395,"DEU","Advanced Economies"
190,"Germany",2000,"MF",15,999,5.12,25.93,19.57,51.56,35.46,17.39,10.72,9.95,3.67,5.72,0.56,69490,"DEU","Advanced Economies"
190,"Germany",2005,"MF",15,999,4.63,5.31,4.03,72.06,51.16,17.97,11.01,11.84,3.79,7.48,0.58,70864,"DEU","Advanced Economies"
190,"Germany",2010,"MF",15,999,3.99,6.42,4.91,71.78,51.07,17.81,10.86,11.82,3.81,7.44,0.57,71607,"DEU","Advanced Economies"
114,"Greece",1950,"MF",15,999,26.14,57.32,18.98,14.97,8.57,1.56,1.12,4.14,3.28,0.80,0.05,5397,"GRC","Advanced Economies"
114,"Greece",1955,"MF",15,999,19.87,48.88,19.99,29.58,17.57,1.67,1.31,5.51,3.94,1.51,0.06,5857,"GRC","Advanced Economies"
114,"Greece",1960,"MF",15,999,13.38,32.98,15.86,51.54,31.71,2.10,1.71,7.38,4.68,2.62,0.08,6123,"GRC","Advanced Economies"
114,"Greece",1965,"MF",15,999,13.97,49.17,26.89,34.03,21.23,2.83,2.29,6.42,4.49,1.83,0.10,6373,"GRC","Advanced Economies"
114,"Greece",1970,"MF",15,999,13.39,51.82,32.11,30.27,19.19,4.52,3.71,6.53,4.61,1.76,0.16,6605,"GRC","Advanced Economies"
114,"Greece",1975,"MF",15,999,11.31,54.96,38.13,27.26,17.53,6.47,5.25,6.78,4.82,1.73,0.23,6887,"GRC","Advanced Economies"
114,"Greece",1980,"MF",15,999,9.57,56.38,43.67,25.41,16.27,8.63,5.87,7.10,5.04,1.77,0.29,7443,"GRC","Advanced Economies"
114,"Greece",1985,"MF",15,999,8.31,50.36,40.93,31.11,24.88,10.22,8.74,7.89,5.22,2.29,0.38,7818,"GRC","Advanced Economies"
114,"Greece",1990,"MF",15,999,7.37,43.22,34.57,36.88,33.65,12.08,11.33,8.58,5.27,2.84,0.47,8206,"GRC","Advanced Economies"
114,"Greece",1995,"MF",15,999,10.02,35.56,31.28,40.68,29.53,13.75,12.73,8.73,5.27,2.93,0.53,8869,"GRC","Advanced Economies"
114,"Greece",2000,"MF",15,999,10.93,30.35,27.58,45.08,31.62,13.64,11.75,8.89,5.26,3.12,0.51,9306,"GRC","Advanced Economies"
114,"Greece",2005,"MF",15,999,2.93,34.28,30.26,41.44,28.75,21.35,18.70,9.89,5.70,3.39,0.80,9527,"GRC","Advanced Economies"
114,"Greece",2010,"MF",15,999,1.66,26.95,25.27,47.45,34.79,23.94,22.34,10.68,5.85,3.90,0.93,9649,"GRC","Advanced Economies"
116,"Iceland",1950,"MF",15,999,1.21,86.23,53.96,9.84,4.70,2.72,1.51,5.72,4.96,0.67,0.08,99,"ISL","Advanced Economies"
116,"Iceland",1955,"MF",15,999,1.08,84.20,53.07,11.51,5.44,3.21,1.78,5.89,5.00,0.79,0.10,105,"ISL","Advanced Economies"
116,"Iceland",1960,"MF",15,999,0.97,80.77,51.38,14.58,6.84,3.69,2.06,6.14,5.06,0.97,0.11,115,"ISL","Advanced Economies"
116,"Iceland",1965,"MF",15,999,0.82,76.03,51.18,18.99,8.77,4.19,2.29,6.55,5.21,1.21,0.13,126,"ISL","Advanced Economies"
116,"Iceland",1970,"MF",15,999,0.86,70.36,49.46,23.84,11.08,4.97,2.68,6.98,5.32,1.51,0.15,136,"ISL","Advanced Economies"
116,"Iceland",1975,"MF",15,999,1.19,64.82,46.70,27.56,13.69,6.48,3.48,7.41,5.39,1.83,0.20,152,"ISL","Advanced Economies"
116,"Iceland",1980,"MF",15,999,1.34,59.67,44.10,30.62,15.80,8.43,4.57,7.86,5.46,2.14,0.26,165,"ISL","Advanced Economies"
116,"Iceland",1985,"MF",15,999,1.47,54.41,40.53,33.87,18.13,10.32,5.81,8.28,5.50,2.46,0.32,178,"ISL","Advanced Economies"
116,"Iceland",1990,"MF",15,999,1.58,49.79,37.27,36.45,20.18,12.26,7.04,8.68,5.53,2.76,0.39,192,"ISL","Advanced Economies"
116,"Iceland",1995,"MF",15,999,1.58,45.41,34.71,38.14,21.42,14.96,8.76,9.11,5.59,3.05,0.47,203,"ISL","Advanced Economies"
116,"Iceland",2000,"MF",15,999,1.58,41.62,31.97,38.37,22.12,18.52,10.94,9.54,5.62,3.33,0.59,215,"ISL","Advanced Economies"
116,"Iceland",2005,"MF",15,999,1.60,37.38,28.92,36.98,21.79,24.14,14.25,10.10,5.66,3.67,0.77,231,"ISL","Advanced Economies"
116,"Iceland",2010,"MF",15,999,1.56,34.50,26.98,34.34,20.73,29.70,17.45,10.66,5.78,3.94,0.94,243,"ISL","Advanced Economies"
117,"Ireland",1950,"MF",15,999,6.08,70.14,43.36,20.57,9.73,3.18,1.80,7.51,6.44,0.97,0.10,2111,"IRL","Advanced Economies"
117,"Ireland",1955,"MF",15,999,5.44,67.24,41.81,23.77,11.07,3.52,1.98,7.77,6.55,1.11,0.11,2045,"IRL","Advanced Economies"
117,"Ireland",1960,"MF",15,999,4.85,64.79,40.67,26.54,12.28,3.79,2.15,8.00,6.65,1.23,0.12,1953,"IRL","Advanced Economies"
117,"Ireland",1965,"MF",15,999,4.22,61.08,40.60,30.70,14.09,4.00,2.23,8.37,6.84,1.40,0.12,1979,"IRL","Advanced Economies"
117,"Ireland",1970,"MF",15,999,4.12,56.12,38.92,34.84,16.18,4.88,2.71,8.74,6.98,1.61,0.15,2034,"IRL","Advanced Economies"
117,"Ireland",1975,"MF",15,999,3.98,47.91,34.15,41.48,20.52,6.62,3.64,9.32,7.13,1.99,0.21,2187,"IRL","Advanced Economies"
117,"Ireland",1980,"MF",15,999,2.89,40.54,29.76,47.65,24.45,8.92,4.89,9.98,7.34,2.36,0.28,2360,"IRL","Advanced Economies"
117,"Ireland",1985,"MF",15,999,2.07,34.75,25.81,50.92,26.98,12.28,6.89,10.54,7.48,2.68,0.38,2489,"IRL","Advanced Economies"
117,"Ireland",1990,"MF",15,999,2.26,31.64,23.66,50.50,27.49,15.60,8.82,10.59,7.26,2.84,0.49,2554,"IRL","Advanced Economies"
117,"Ireland",1995,"MF",15,999,4.80,24.63,18.87,49.94,27.68,20.63,11.84,10.69,6.96,3.08,0.65,2733,"IRL","Advanced Economies"
117,"Ireland",2000,"MF",15,999,5.15,19.83,15.31,51.16,29.32,23.85,13.81,10.87,6.81,3.31,0.75,2979,"IRL","Advanced Economies"
117,"Ireland",2005,"MF",15,999,4.19,15.70,12.18,52.81,31.36,27.30,16.19,11.23,6.79,3.58,0.87,3311,"IRL","Advanced Economies"
117,"Ireland",2010,"MF",15,999,3.30,13.31,10.40,52.92,32.38,30.47,18.30,11.62,6.89,3.76,0.98,3526,"IRL","Advanced Economies"
118,"Italy",1950,"MF",15,999,14.21,73.90,45.05,10.68,4.08,1.19,0.67,4.22,3.57,0.62,0.04,34706,"ITA","Advanced Economies"
118,"Italy",1955,"MF",15,999,12.30,72.25,45.44,13.87,4.89,1.61,0.90,4.56,3.72,0.79,0.05,36453,"ITA","Advanced Economies"
118,"Italy",1960,"MF",15,999,10.62,70.79,46.70,16.87,5.90,1.73,0.98,4.86,3.87,0.94,0.05,37765,"ITA","Advanced Economies"
118,"Italy",1965,"MF",15,999,8.02,69.73,47.53,20.10,6.72,2.13,1.21,5.22,4.04,1.11,0.07,39450,"ITA","Advanced Economies"
118,"Italy",1970,"MF",15,999,5.94,67.03,47.81,24.86,8.37,2.16,1.24,5.63,4.22,1.34,0.07,40597,"ITA","Advanced Economies"
118,"Italy",1975,"MF",15,999,6.36,59.39,46.48,31.08,10.55,3.20,1.84,6.18,4.36,1.72,0.10,42004,"ITA","Advanced Economies"
118,"Italy",1980,"MF",15,999,6.41,50.60,42.67,39.66,13.85,3.32,1.90,6.73,4.48,2.15,0.10,43865,"ITA","Advanced Economies"
118,"Italy",1985,"MF",15,999,8.44,41.56,36.69,45.48,17.51,4.54,2.65,7.20,4.46,2.60,0.14,45512,"ITA","Advanced Economies"
118,"Italy",1990,"MF",15,999,8.28,35.29,32.08,50.44,20.36,6.05,3.56,7.72,4.51,3.02,0.19,47722,"ITA","Advanced Economies"
118,"Italy",1995,"MF",15,999,7.62,29.36,27.20,55.46,23.68,7.63,4.61,8.27,4.57,3.46,0.24,48732,"ITA","Advanced Economies"
118,"Italy",2000,"MF",15,999,7.00,24.40,22.89,60.40,28.50,8.30,5.11,8.79,4.62,3.90,0.27,49468,"ITA","Advanced Economies"
118,"Italy",2005,"MF",15,999,6.85,20.82,19.70,63.19,31.90,9.14,5.66,9.15,4.63,4.22,0.30,49948,"ITA","Advanced Economies"
118,"Italy",2010,"MF",15,999,5.54,18.39,17.03,66.72,34.38,9.35,5.77,9.46,4.69,4.47,0.30,50210,"ITA","Advanced Economies"
90,"Japan",1950,"MF",15,999,5.01,60.10,38.11,30.42,17.36,4.46,1.68,6.86,5.04,1.70,0.12,53981,"JPN","Advanced Economies"
90,"Japan",1955,"MF",15,999,3.65,54.81,35.00,36.33,21.32,5.19,2.09,7.37,5.19,2.04,0.15,59662,"JPN","Advanced Economies"
90,"Japan",1960,"MF",15,999,2.40,47.20,30.45,44.80,26.90,5.60,2.72,8.01,5.35,2.49,0.17,65669,"JPN","Advanced Economies"
90,"Japan",1965,"MF",15,999,1.45,52.76,35.93,40.41,24.37,5.35,2.38,7.82,5.41,2.26,0.15,73234,"JPN","Advanced Economies"
90,"Japan",1970,"MF",15,999,0.71,50.37,35.55,41.31,25.65,7.59,3.60,8.20,5.51,2.46,0.22,79260,"JPN","Advanced Economies"
90,"Japan",1975,"MF",15,999,0.45,44.78,32.11,43.31,27.40,11.45,5.73,8.74,5.59,2.81,0.34,84415,"JPN","Advanced Economies"
90,"Japan",1980,"MF",15,999,0.36,38.63,28.26,45.50,28.96,15.60,4.96,9.25,5.67,3.17,0.41,89295,"JPN","Advanced Economies"
90,"Japan",1985,"MF",15,999,0.31,33.50,24.63,47.62,30.38,18.56,10.98,9.76,5.71,3.45,0.59,94840,"JPN","Advanced Economies"
90,"Japan",1990,"MF",15,999,0.24,32.13,23.77,46.09,29.40,21.53,12.65,9.97,5.73,3.56,0.68,100808,"JPN","Advanced Economies"
90,"Japan",1995,"MF",15,999,0.19,25.42,19.15,48.54,31.33,25.83,15.51,10.57,5.80,3.95,0.83,105454,"JPN","Advanced Economies"
90,"Japan",2000,"MF",15,999,0.16,22.27,16.80,47.93,31.17,29.62,18.06,10.93,5.83,4.15,0.95,108437,"JPN","Advanced Economies"
90,"Japan",2005,"MF",15,999,0.15,19.47,14.71,46.73,30.55,33.65,20.71,11.27,5.85,4.34,1.09,110156,"JPN","Advanced Economies"
90,"Japan",2010,"MF",15,999,0.13,16.83,12.81,45.51,29.82,37.51,23.13,11.59,5.87,4.51,1.21,110797,"JPN","Advanced Economies"
119,"Luxembourg",1950,"MF",15,999,6.70,68.87,42.50,21.13,10.83,3.31,1.98,6.21,4.81,1.30,0.11,236,"LUX","Advanced Economies"
119,"Luxembourg",1955,"MF",15,999,4.45,68.30,42.12,23.53,11.88,3.72,2.21,6.51,4.95,1.44,0.12,244,"LUX","Advanced Economies"
119,"Luxembourg",1960,"MF",15,999,4.23,65.42,40.61,25.83,12.99,4.52,2.63,6.76,5.00,1.61,0.14,246,"LUX","Advanced Economies"
119,"Luxembourg",1965,"MF",15,999,3.49,62.81,41.04,28.35,14.04,5.34,3.14,7.09,5.14,1.79,0.17,259,"LUX","Advanced Economies"
119,"Luxembourg",1970,"MF",15,999,1.96,60.27,41.06,31.33,15.43,6.44,3.77,7.52,5.31,2.01,0.20,264,"LUX","Advanced Economies"
119,"Luxembourg",1975,"MF",15,999,1.83,55.34,39.13,35.03,17.70,7.80,4.48,7.95,5.40,2.30,0.25,283,"LUX","Advanced Economies"
